amplitude,frequency,health
0.030720896296337584,0.46054563010413574,H
0.031177993837440812,0.42860005503568294,H
0.03388276123665387,0.4072054522288587,H
0.03309352822204639,0.37611353744177417,H
0.03433492600433267,0.36733175135348206,H
0.03151177367207808,0.3627901930853311,H
0.03377588596826147,0.3524976874178405,H
0.03383178992631082,0.36027152293584835,H
0.03408171377664621,0.3584074962822449,H
0.03486601416755687,0.34550069369379205,H
0.03586077660487674,0.3289416963966309,H
0.03449441694098797,0.32559371566507966,H
0.03719425162636181,0.32176700153431775,H
0.040070019655858415,0.30350492936714013,H
0.040063442625821545,0.3103944436781576,H
0.04024102010842194,0.29905883953722534,H
0.04328778851202447,0.2889094485588897,H
0.044364762825290574,0.2721711479466336,H
0.042115448596520916,0.2887179484443278,H
0.04216970840587128,0.2890471798580047,H
0.04531841942335757,0.277077751142818,H
0.043383154273333724,0.27729663299377605,H
0.054284435842781135,0.2659809012433417,H
0.049563835847246586,0.2721650435981644,H
0.04091186824560959,0.2810735879293508,H
0.041252224990924416,0.2832860965186542,H
0.04230453572076223,0.2889269109283932,H
0.038948650987086546,0.3030839959559226,H
0.03734058860231738,0.31039903151411546,H
0.039885865178038306,0.3023025052486028,H
0.039086766710122366,0.31198612448409696,H
0.03691144316209833,0.32279393925562067,H
0.03693939507079716,0.330889503787556,H
0.03621264301191402,0.34518845555379785,H
0.03785852271734556,0.3618294286792953,H
0.03518499573963355,0.4042874208689629,H
0.032664382738471213,0.4027335538525716,H
0.033404288670917576,0.42997235167467024,H
0.032800854169032306,0.4887789147510817,H
0.0339583959207496,0.5280113192299155,H
0.030498924536675062,0.4508237889695649,H
0.03198695768134392,0.42135224368474233,H
0.033330298102765325,0.39068119319733674,H
0.034884100654232,0.37082435099272126,H
0.034353012658584106,0.3427053579586066,H
0.03469336932490677,0.3597977524610116,H
0.035847622706621986,0.34252114117635635,H
0.036194556479782876,0.33321227338330695,H
0.04178331302329068,0.302232313424777,H
0.03986449020867357,0.30328057297703,H
0.0378124842314255,0.30190255477436784,H
0.03981023041173312,0.2893113383717531,H
0.04110424370062565,0.2904366034101454,H
0.038547457459078595,0.2956435603315064,H
0.03825149506920511,0.30408952149113705,H
0.03862144802107672,0.31292117452381774,H
0.03870037141590881,0.32648552816296667,H
0.04183757276244217,0.3314256014990389,H
0.040668521270333394,0.32798340018528505,H
0.03583282455823089,0.34186884195624984,H
0.05780145556709661,0.2669886305082778,H
0.06774579254299148,0.26256984139117273,H
0.06936865307838924,0.26421018714829103,H
0.051776976803803915,0.2877211101205364,H
0.07082709003448961,0.2804295156870309,H
0.05960518236814649,0.29206062623524554,H
0.0491494883475401,0.31013767514330004,H
0.042117092943826435,0.3295270087678988,H
0.05281448951496409,0.3406481115330021,H
0.04924485410776788,0.3478547413640808,H
0.044006319614065745,0.3794981547684155,H
0.03888781434915667,0.3807497339896312,H
0.03952084510128527,0.39210426091613243,H
0.03983160555804249,0.3708398281194693,H
0.042166420061000194,0.34218910148707044,H
0.047232309725190394,0.3324677326364261,H
0.04782587895199075,0.31202046434755354,H
0.05184110203067933,0.3093020221210594,H
0.05103542663789388,0.28623113727122884,H
0.06050951206105887,0.2790186906025567,H
0.03269397906368073,0.5541819218446373,O
0.03778617647050443,0.5208608678779948,O
0.03662205777001316,0.48791771683308016,O
0.03578514196351281,0.4561352164167278,O
0.04092502224614841,0.42378189882233275,O
0.04093324343458331,0.402646224686462,O
0.04462784077767892,0.39608786903245874,O
0.04600899863318136,0.3761169282760575,O
0.050385953723939406,0.3583980665734508,O
0.0471895596875034,0.33024722355641056,O
0.046410192015101104,0.32915700085488986,O
0.06050786779806787,0.3245115142384949,O
0.060254655661119226,0.3107557296306598,O
0.056829712890313806,0.2949386355143855,O
0.050086702846622394,0.28691459867737074,O
0.056985915066619694,0.2986554765743166,O
0.06259440276103559,0.2845560220271903,O
0.06519722749999535,0.2787600709109734,O
0.06644684653414479,0.2825121916121582,O
0.06702397311914796,0.260028482619242,O
0.06729033894690611,0.30193206600895023,O
0.0625105463426316,0.3007507576677756,O
0.055418958589427025,0.305984740945534,O
0.05758441669360647,0.32606832055128476,O
0.05948186450063632,0.33192522570910155,O
0.05099760924459208,0.342949503585402,O
0.05275858557324378,0.34804739646099553,O
0.04771900347016857,0.3752267587443357,O
0.047187915410607184,0.39851503300710117,O
0.04865457362294082,0.40869246188574315,O
0.04769927257629161,0.43023924653442275,O
0.04085596424266105,0.4527464627536485,O
0.042427853403498805,0.4640238723474191,O
0.03436287811775801,0.4849678800629956,O
0.037649704912860564,0.5265405431987049,O
0.034477974538927925,0.5624248220502897,O
0.035120870558542516,0.6061089385719203,O
0.03359337570805199,0.6508447834855594,O
0.03288799869161029,0.68631613888544,O
0.03275974827660154,0.743940662965607,O
0.03473776376546386,0.527219520405556,O
0.03732579065580734,0.4750205596390954,O
0.03717123251243316,0.4534815073305466,O
0.04033803018131853,0.3992760603324354,O
0.045915277070599475,0.40708564046043266,O
0.04807580266771749,0.39667409097378714,O
0.04914126734315381,0.3826768557443762,O
0.0517999960981656,0.36461889433807104,O
0.052350815100748474,0.34115798854704527,O
0.05253168096741906,0.33309272914138993,O
0.06032700167320343,0.3370695174151569,O
0.06267332600819037,0.310184824281029,O
0.05846079422149305,0.30076524967485985,O
0.06393609863181826,0.32294169646636445,O
0.057490695171204226,0.3334746287735888,O
0.056380836401205114,0.32710541225836726,O
0.04621781645430774,0.3539979896965598,O
0.045634112855307656,0.36916282566625475,O
0.04981047115586712,0.3978844679686543,O
0.04500272646636825,0.4128945755322941,O
0.07129898523201197,0.2785946332301026,O
0.06425014752677818,0.29910610704384705,O
0.059986644885390884,0.27993218677206005,O
0.06240367129776904,0.31030787015540057,O
0.06304492311042652,0.3157400262890498,O
0.05717006939786212,0.3411257164000533,O
0.05433047448798364,0.36650145686626867,O
0.048268178203362,0.3820465988750265,O
0.0531614230026015,0.3866598962235735,O
0.047000472572314045,0.4016539237978333,O
0.043508116328786914,0.4218900403666084,O
0.038886170081532986,0.4400249948586825,O
0.04186552490533589,0.4465698597036497,O
0.039742816830327835,0.4760604507364083,O
0.03995985591354026,0.46863217263153684,O
0.0380229464334379,0.45848900301058276,O
0.041296619424110156,0.4117144035287079,O
0.04408359872511619,0.4061717170553405,O
0.045247717465042615,0.3889752766480019,O
0.052207766510209544,0.3862218245605766,O
0.12544037301900585,0.46648699542394456,I
0.14944621221655568,0.4490365639739278,I
0.1621939704786064,0.42724315225828385,I
0.16478035361195914,0.4052456628341217,I
0.1923755587117603,0.3849293410560762,I
0.21185481637501943,0.3800536276671919,I
0.2323041740656151,0.3734361648751563,I
0.27823260328321786,0.3567687073406631,I
0.26797750906295337,0.35722754416568203,I
0.2808518742483481,0.33836120185686536,I
0.3239719531899319,0.32412072302549266,I
0.37380379848653345,0.32258851315011905,I
0.3332010462713081,0.32175605756552283,I
0.424349242701046,0.2963516479621291,I
0.4554368063140882,0.30377776738570583,I
0.4444533141753976,0.2911101653866902,I
0.5062321815594086,0.29300429136299494,I
0.5114394740718649,0.2941066289829908,I
0.507437415816973,0.29402444558074925,I
0.5896672832431784,0.2860567789230773,I
0.5916896844027277,0.32327881121760654,I
0.5711301583168507,0.3330747570079536,I
0.5904614416330429,0.34425276676688166,I
0.5434313718939972,0.3438962611945723,I
0.4975719932725959,0.34014177056848593,I
0.519818498349126,0.3743890279890912,I
0.4977216156305724,0.3897700021397045,I
0.46863673426703667,0.3912695347421531,I
0.45150215534863786,0.3871561181394148,I
0.39440113748351135,0.3987302875476376,I
0.36371476728401725,0.4043087178905534,I
0.3503422042697498,0.4150558615808857,I
0.22285475167337598,0.42487247084764507,I
0.2616324039035158,0.42506457170194456,I
0.267548361314233,0.4561992879748452,I
0.21130235248599588,0.4676214736977556,I
0.19338183012023394,0.5048708899456039,I
0.19351830184886384,0.5541649951125103,I
0.15848292984330428,0.5573453381984688,I
0.13703387791898458,0.5896027590206784,I
0.2024876062804753,0.44445255026227737,I
0.1942976698399526,0.4390638360038387,I
0.237141513288744,0.4074970047178814,I
0.26895747349856236,0.39553209227677905,I
0.3001173818820244,0.3916105185870028,I
0.2739016900718642,0.3931339328638345,I
0.3593230168761157,0.3846200016321327,I
0.3720329552382736,0.3622045525445968,I
0.3730721138186283,0.3765548912592543,I
0.44217933765548967,0.3594816114743774,I
0.3888896582797403,0.3531698866400059,I
0.3167389594100519,0.365416235676751,I
0.33567726501795786,0.3699799939948749,I
0.2988825586319599,0.3641021169451407,I
0.27309272610600954,0.3835251600110315,I
0.21765403351388002,0.39760694765779153,I
0.24545477105007749,0.4282423603286108,I
0.24169933590835263,0.46038713320129543,I
0.18870726828897294,0.4652463929822569,I
0.20250076049699442,0.5115621005974594,I
0.5725244756810981,0.36529164995739205,I
0.45325326212762357,0.3859701869124656,I
0.3713045618392993,0.3841555781246644,I
0.4458278971775592,0.3893349947221486,I
0.4078411200043275,0.3890839507633925,I
0.3427803633328037,0.41657983976329593,I
0.3202921511741891,0.4234479143092006,I
0.28544751074797114,0.44141190741641345,I
0.24756432514953086,0.45140049238220037,I
